booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,DateAnomaly
B01537,2022-06-03,2022-08-09,C0471,Student,City Break,,Card,Đà Nẵng,1,2515000.0,0.0984836050649383,Completed,2267000.0,3.7,True,False
B01685,2022-08-01,2022-11-06,C0471,Student,Beach,Agent,Card,Hà Nội,2,4096000.0,0.1081613749243821,Completed,7306000.0,4.5,True,False
B01349,2022-03-08,2022-03-29,C0472,Family,Beach,Website,Card,Phú Quốc,2,4085000.0,0.1072734798307285,Completed,7294000.0,4.2,False,False
B01897,2022-11-05,2023-01-17,C0472,Young Professional,Beach,Website,Card,TP.HCM,4,3686000.0,0.1155259281710397,Completed,13041000.0,3.3,True,False
B01350,2022-03-09,2022-04-24,C0473,Young Professional,Family,Website,Card,Hội An,2,2956000.0,0.0861389980879601,Completed,5403000.0,3.3,False,False
B01810,2022-09-14,2022-10-25,C0473,Young Professional,Beach,Website,Bank Transfer,Phú Quốc,3,3990000.0,0.0831129533264394,Completed,10975000.0,4.9,True,False
B02864,2023-12-25,2024-01-04,C0473,,Family,Agent,Card,Đà Lạt,1,2972000.0,0.1234819579747547,Completed,2605000.0,3.5,True,False
B02789,2023-11-25,2024-01-06,C0473,Corporate,Family,Agent,Card,TP.HCM,4,3075000.0,0.1208499704156203,Completed,10814000.0,4.4,True,False
B03858,2025-02-27,2025-04-16,C0473,Corporate,Beach,Mobile App,Card,Hà Nội,1,4396000.0,0.0378529912031022,Completed,4230000.0,4.7,True,False
B02189,2023-03-08,2023-04-03,C0474,Student,Beach,Agent,Bank Transfer,Đà Lạt,4,3762000.0,0.1070487725689187,Completed,13437000.0,4.5,True,False
B03155,2024-05-02,2024-06-20,C0474,Young Professional,Foodie,Website,Card,Huế,4,2698000.0,0.144651174771924,Completed,9231000.0,4.5,True,False
B01355,2022-03-13,2022-03-13,C0475,Young Professional,City Break,Mobile App,Card,Đà Nẵng,3,2585000.0,0.1126478011922851,Completed,6881000.0,4.5,False,False
B01450,2022-04-26,2022-05-14,C0475,Family,Beach,Website,,TP.HCM,2,3539000.0,0.1421274609481216,Completed,6072000.0,3.9,True,False
B02272,2023-04-16,2023-05-13,C0475,Young Professional,Beach,Mobile App,Bank Transfer,Sa Pa,4,3820000.0,0.1140988859173113,Completed,13537000.0,3.9,True,False
B01363,2022-03-17,2022-04-09,C0476,Young Professional,City Break,Website,Card,Đà Lạt,1,2581000.0,0.1145472311509333,Completed,2285000.0,4.5,False,False
B02746,2023-11-11,2023-12-23,C0476,Student,City Break,Agent,E-wallet,Hội An,2,1535000.0,0.125618897315183,Completed,2684000.0,4.0,True,False
B04301,2025-08-27,2025-11-08,C0476,Corporate,Family,Website,Bank Transfer,Nha Trang,4,3651000.0,0.0567437789888395,Completed,13775000.0,4.7,True,False
B01364,2022-03-17,2022-06-20,C0477,Family,Foodie,Website,Card,Phú Quốc,2,2796000.0,0.0434821263966655,Completed,5349000.0,4.3,False,False
B04224,2025-07-24,2025-08-14,C0477,Young Professional,Family,Agent,E-wallet,Đà Nẵng,3,3548000.0,0.0846266596092062,Completed,9743000.0,3.8,True,False
B02322,2023-05-07,2023-05-16,C0478,Student,Beach,Website,Card,Huế,1,3408000.0,0.1723508621928167,Completed,2821000.0,3.8,True,False
B02342,2023-05-17,2023-07-18,C0478,Family,Cultural,Mobile App,Cash,Nha Trang,2,3488000.0,0.1892186316167589,Completed,5656000.0,4.6,True,False
B03620,2024-11-07,2024-12-30,C0478,Family,Cultural,Website,Card,Hội An,1,3065000.0,0.1364134085996179,Completed,2647000.0,3.5,True,False
B01366,2022-03-18,2022-04-25,C0479,Family,City Break,Agent,Bank Transfer,Sa Pa,3,2348000.0,0.0847164207934184,Completed,6447000.0,3.2,False,False
B01514,2022-05-23,2022-07-03,C0479,Young Professional,Cultural,Website,E-wallet,Huế,1,2428000.0,0.1081011604138484,Completed,2166000.0,4.2,True,False
B02952,2024-02-01,2024-04-03,C0479,Young Professional,Beach,Website,E-wallet,Sa Pa,1,4537000.0,0.0648685090254896,Completed,4243000.0,3.2,True,False
B02777,2023-11-23,2024-01-19,C0480,Student,Beach,Mobile App,Card,Đà Nẵng,1,4337000.0,0.1226558526553105,Completed,3805000.0,3.8,True,False
B04003,2025-05-06,2025-05-13,C0480,Family,Cultural,Agent,Card,Phú Quốc,2,2407000.0,0.1338544488002596,Completed,4170000.0,4.9,True,False
B02176,2023-02-28,2023-04-18,C0481,Family,Adventure,Website,Card,Đà Nẵng,3,5748000.0,0.1496675984511863,Completed,14663000.0,4.3,True,False
B01384,2022-03-28,2022-05-24,C0482,Family,Cultural,Website,Cash,Huế,1,2213000.0,0.1139374445462723,Completed,1961000.0,4.3,False,False
B01645,2022-07-15,2022-09-22,C0482,Student,Beach,Agent,Card,Hà Nội,1,4228000.0,0.0628285480576046,Completed,3962000.0,3.9,True,False
B03639,2024-11-12,2025-01-07,C0482,Student,Cultural,Website,Card,Huế,1,2193000.0,0.0452649937695388,Completed,2094000.0,4.0,True,False
B03913,2025-03-28,2025-06-21,C0482,Young Professional,Cultural,Website,Cash,Huế,1,2505000.0,0.1429195433714989,Completed,2147000.0,3.5,True,False
B04342,2025-09-12,2025-10-02,C0482,Family,Foodie,Call Center,Cash,Đà Lạt,3,2109000.0,0.1105047907290106,Completed,5628000.0,4.3,True,False
B01385,2022-03-28,2022-06-05,C0483,,Family,Website,Card,TP.HCM,1,3434000.0,0.0520411984918747,Completed,3255000.0,4.1,False,False
B02160,2023-02-21,2023-03-21,C0483,Family,Adventure,Mobile App,Card,Hạ Long,1,5771000.0,0.1044990030943366,Completed,5168000.0,3.7,True,False
B04067,2025-06-01,2025-07-10,C0483,Young Professional,Beach,Mobile App,Bank Transfer,Đà Lạt,1,3580000.0,0.1414212776509961,Completed,3074000.0,3.8,True,False
B04366,2025-09-24,2025-10-27,C0483,Young Professional,Cultural,Mobile App,Cash,Hạ Long,2,2845000.0,0.0166437767392612,Completed,5595000.0,3.8,True,False
B01389,2022-03-30,2022-06-08,C0484,Family,City Break,Mobile App,Card,Đà Nẵng,2,2817000.0,0.0989331522810117,Completed,5077000.0,3.6,False,False
B01975,2022-12-13,2023-02-13,C0484,Student,City Break,Agent,Bank Transfer,Sa Pa,1,2369000.0,0.0870043024143655,Completed,2163000.0,4.5,True,False
B01390,2022-03-31,2022-06-19,C0485,Family,Beach,Website,Card,Hội An,1,4393000.0,0.1198643720958607,Completed,3866000.0,4.6,False,False
B01856,2022-10-07,2022-12-17,C0485,Young Professional,City Break,Call Center,Cash,Đà Nẵng,2,2761000.0,0.0387898990715377,Completed,5308000.0,4.8,True,False
B01974,2022-12-13,2023-02-03,C0485,Corporate,Beach,Agent,Cash,Hạ Long,1,4019000.0,0.1020042619767069,Completed,3609000.0,3.5,True,False
B02086,2023-01-27,2023-02-16,C0485,Young Professional,City Break,Website,Cash,Đà Nẵng,5,2862000.0,0.1243129232276657,Completed,12531000.0,3.9,True,False
B02144,2023-02-15,2023-03-17,C0485,Family,Cultural,Agent,Card,Hà Nội,1,2623000.0,0.099498170021088,Completed,2362000.0,4.7,True,False
B01392,2022-04-01,2022-07-14,C0486,Family,Beach,Website,Card,Sa Pa,2,4137000.0,0.1449033864866888,Completed,7075000.0,4.4,False,False
B01732,2022-08-15,2022-11-01,C0486,Corporate,Beach,Agent,Cash,Phú Quốc,3,4032000.0,0.1392999268799643,Completed,10411000.0,4.5,True,False
B02635,2023-09-23,2023-11-11,C0486,Student,Beach,Agent,E-wallet,Đà Nẵng,1,3963000.0,0.1160272099114109,Completed,3503000.0,4.4,True,False
B01393,2022-04-01,2022-04-22,C0487,Young Professional,Cultural,Website,Cash,TP.HCM,3,2546000.0,0.1351260600703691,Completed,6606000.0,4.7,False,False
B01517,2022-05-25,2022-06-30,C0487,,Adventure,Agent,Bank Transfer,Hội An,1,4958000.0,0.1003301763776274,Completed,4461000.0,4.5,True,False
B01699,2022-08-06,2022-08-06,C0487,Young Professional,Cultural,Mobile App,Bank Transfer,Sa Pa,1,2564000.0,0.088845967972523,Completed,2336000.0,3.8,True,False
B01799,2022-09-09,2022-09-27,C0487,Family,Beach,Website,Card,Hạ Long,1,3969000.0,0.0831678184004545,Completed,3639000.0,4.0,True,False
B01781,2022-09-04,2022-10-14,C0487,,Family,Website,E-wallet,Hội An,3,2557000.0,0.0772841044751878,Completed,7078000.0,4.6,True,False
B01773,2022-08-29,2022-10-27,C0487,Family,Cultural,Agent,Card,Nha Trang,1,3053000.0,0.1178470493962881,Completed,2693000.0,3.8,True,False
B04317,2025-09-02,2025-09-22,C0487,Family,Cultural,Website,Card,Đà Lạt,1,2552000.0,0.1441174383407286,Completed,2184000.0,4.4,True,False
B04291,2025-08-23,2025-11-06,C0487,Family,Beach,Call Center,Card,Đà Nẵng,3,4339000.0,0.1242733280801659,Completed,11399000.0,3.8,True,False
B01400,2022-04-04,2022-06-20,C0489,Family,Foodie,Website,Bank Transfer,Hà Nội,1,2368000.0,0.0267812915727577,Completed,2305000.0,4.0,False,False
B02953,2024-02-01,2024-03-19,C0489,Student,Beach,Agent,Card,Hội An,3,4053000.0,0.033234981440619,Completed,11755000.0,4.9,True,False
B01401,2022-04-04,2022-05-13,C0490,Family,Beach,Website,Bank Transfer,TP.HCM,1,3586000.0,0.1375335956964916,Completed,3093000.0,4.9,False,False
B02303,2023-04-28,2023-06-03,C0490,Family,Adventure,Mobile App,Card,Sa Pa,1,5211000.0,0.0361795639067915,Completed,5022000.0,4.1,True,False
B02509,2023-07-31,2023-09-16,C0490,Student,Family,Website,Card,Đà Lạt,1,2729000.0,0.0709612133993151,Completed,2535000.0,3.6,True,False
B03722,2024-12-23,2025-03-10,C0490,Student,Family,Website,Card,Hạ Long,1,3359000.0,0.074440661534341,Completed,3109000.0,4.3,True,False
B01407,2022-04-07,2022-05-15,C0491,Young Professional,Foodie,Agent,Card,TP.HCM,2,2438000.0,0.1209432725790523,Completed,4286000.0,4.4,False,False
B04262,2025-08-13,2025-10-15,C0491,Family,City Break,Mobile App,Cash,Nha Trang,4,2428000.0,0.0303736203207938,Completed,9417000.0,4.9,True,False
B01408,2022-04-07,2022-05-15,C0492,Student,Cultural,,Bank Transfer,Hạ Long,2,2549000.0,0.0824170427693826,Completed,4678000.0,4.5,False,False
B01599,2022-06-26,2022-07-15,C0492,Family,Beach,Website,Card,Hội An,1,4501000.0,0.047071232792888,Completed,4289000.0,4.6,True,False
B02205,2023-03-18,2023-05-06,C0492,Corporate,Family,Mobile App,Cash,Hội An,1,2691000.0,0.0715937716408118,Completed,2498000.0,4.0,True,False
B02314,2023-05-05,2023-05-20,C0492,Family,Cultural,Website,Bank Transfer,Hội An,4,2622000.0,0.1821589990401583,Completed,8578000.0,4.4,True,False
B02820,2023-12-07,2024-02-04,C0492,Corporate,Adventure,Website,Card,Đà Nẵng,1,5825000.0,0.2235221502536103,Completed,4523000.0,4.0,True,False
B01411,2022-04-09,2022-05-15,C0493,Student,Foodie,Agent,Card,Huế,1,2513000.0,0.1558619761681957,Completed,2121000.0,4.9,False,False
B02133,2023-02-11,2023-04-20,C0493,Young Professional,Adventure,Agent,Card,Hội An,4,5105000.0,0.1141728522253865,Completed,18089000.0,4.1,True,False
B02180,2023-03-02,2023-05-12,C0493,Family,Beach,Website,Card,TP.HCM,1,3718000.0,0.1122389010992325,Completed,3301000.0,4.2,True,False
B02693,2023-10-18,2023-12-10,C0493,Young Professional,Adventure,Website,,Hạ Long,1,5787000.0,0.0835650909067123,Completed,5303000.0,4.5,True,False
B03994,2025-05-04,2025-06-10,C0494,Corporate,Adventure,Mobile App,Card,Nha Trang,4,5178000.0,0.1428091233063176,Completed,17754000.0,3.8,True,False
B01422,2022-04-14,2022-05-26,C0495,,Cultural,Agent,Card,Hội An,2,2738000.0,0.1017477653910318,Completed,4919000.0,4.2,False,False
B02928,2024-01-26,2024-01-29,C0495,Young Professional,City Break,Website,Card,TP.HCM,2,2616000.0,0.1793346675962928,Completed,4294000.0,4.2,True,False
B01427,2022-04-15,2022-06-24,C0496,Family,Family,Call Center,Card,Hội An,1,2651000.0,0.1118058196872571,Completed,2355000.0,4.5,False,False
B02288,2023-04-21,2023-05-28,C0496,Family,Beach,Agent,Card,Sa Pa,1,3745000.0,0.0846120250488863,Completed,3428000.0,4.0,True,False
B01428,2022-04-16,2022-08-21,C0497,Family,Cultural,Website,Bank Transfer,Hạ Long,1,2687000.0,0.1024744101561156,Completed,2412000.0,4.4,False,False
B01433,2022-04-18,2022-06-24,C0498,Family,Foodie,Mobile App,Card,Hà Nội,3,2286000.0,0.0829372425022856,Completed,6289000.0,5.0,False,False
B03971,2025-04-26,2025-07-04,C0498,Family,Cultural,Website,Cash,Đà Nẵng,4,3071000.0,0.1200771909675522,Completed,10809000.0,3.7,True,False
B01500,2022-05-13,2022-06-12,C0499,Young Professional,Foodie,Website,Card,Hạ Long,2,2738000.0,0.1480049835862754,Completed,4666000.0,4.1,True,False
B01434,2022-04-19,2022-07-06,C0499,Family,Family,Agent,Card,Hội An,3,2692000.0,0.0770276351379359,Completed,7454000.0,4.1,False,False
B02083,2023-01-26,2023-03-22,C0499,Family,Beach,Agent,Bank Transfer,Hội An,2,4138000.0,0.0912376563362342,Completed,7521000.0,3.9,True,False
B01439,2022-04-23,2022-06-01,C0500,Young Professional,Cultural,Mobile App,Bank Transfer,Phú Quốc,1,2774000.0,0.1203714746809241,Completed,2440000.0,4.5,False,False
B02372,2023-06-03,2023-07-02,C0500,Corporate,Beach,Website,Cash,Phú Quốc,1,4209000.0,0.085594685055893,Completed,3849000.0,4.1,True,False
B01441,2022-04-23,2022-06-05,C0502,Family,Adventure,Mobile App,Card,Hội An,4,5095000.0,0.1088631902523282,Completed,18161000.0,4.2,False,False
B01502,2022-05-14,2022-08-13,C0502,Young Professional,Adventure,Website,Card,Đà Lạt,2,5166000.0,0.1446855361634261,Completed,8837000.0,5.0,True,False
B02235,2023-04-04,2023-05-17,C0502,Young Professional,Beach,Mobile App,Card,Huế,2,3294000.0,0.1414222458339581,Completed,5656000.0,4.3,True,False
B02613,2023-09-15,2023-10-11,C0502,Student,Beach,Mobile App,Bank Transfer,Đà Nẵng,1,4320000.0,0.0325290423024317,Completed,4179000.0,4.4,True,False
B03078,2024-03-30,2024-05-21,C0502,Family,Cultural,Website,Bank Transfer,Hội An,1,2798000.0,0.0490722514859097,Completed,2661000.0,3.7,True,False
B03742,2024-12-31,2025-02-23,C0502,Corporate,Cultural,Mobile App,E-wallet,Huế,2,2458000.0,0.0836998163097002,Completed,4505000.0,4.9,True,False
B01444,2022-04-24,2022-05-27,C0503,Corporate,Adventure,Agent,Card,TP.HCM,3,4941000.0,0.1209417113769855,Completed,13030000.0,4.3,False,False
B01445,2022-04-24,2022-06-07,C0504,Family,Family,Website,Bank Transfer,Đà Nẵng,3,3459000.0,0.0798496268309772,Completed,9548000.0,4.5,False,False
B03955,2025-04-19,2025-06-29,C0504,Student,Beach,,Card,Đà Lạt,1,3032000.0,0.1155705614600234,Completed,2682000.0,4.3,True,False
B01447,2022-04-24,2022-07-20,C0505,Corporate,Family,Website,,Nha Trang,1,4391000.0,0.0733029224524163,Completed,4069000.0,4.7,False,False
B01448,2022-04-25,2022-06-09,C0506,Young Professional,Beach,Website,Card,TP.HCM,3,4012000.0,0.010801916299112,Completed,11906000.0,3.3,False,False
B02548,2023-08-19,2023-09-20,C0506,Young Professional,Cultural,Mobile App,E-wallet,TP.HCM,1,2359000.0,0.0649066611241777,Completed,2206000.0,5.0,True,False
B01449,2022-04-26,2022-07-01,C0507,Student,Beach,Agent,Card,Hà Nội,1,4738000.0,,Completed,4436000.0,4.3,False,False
B01796,2022-09-09,2022-10-16,C0507,Student,Beach,Mobile App,Card,Đà Nẵng,2,4090000.0,0.0772923732479899,Completed,7548000.0,4.1,True,False
B04043,2025-05-25,2025-07-13,C0507,Young Professional,Beach,Website,Card,Đà Lạt,1,3336000.0,0.039902171921175,Completed,3203000.0,4.5,True,False
B01453,2022-04-26,2022-05-20,C0508,Family,Family,Mobile App,Cash,Nha Trang,1,3660000.0,0.0328833416307619,Completed,3540000.0,4.5,False,False
B01642,2022-07-13,2022-08-31,C0508,Family,Adventure,Website,Card,Đà Lạt,1,4952000.0,0.058066270270785,Completed,4664000.0,5.0,True,False
B01457,2022-04-28,2022-06-20,C0509,Family,Beach,Agent,Card,Đà Lạt,2,3148000.0,0.1739206080128087,Completed,5201000.0,3.7,False,False
B01682,2022-07-30,2022-09-23,C0510,,Beach,Mobile App,Card,Huế,1,3535000.0,0.0908659261751304,Completed,3214000.0,4.6,True,False
B02286,2023-04-20,2023-07-12,C0510,Young Professional,City Break,Agent,Cash,Hạ Long,2,2855000.0,0.0822313042314311,Completed,5240000.0,4.0,True,False
B01460,2022-04-28,2022-06-15,C0511,Young Professional,Family,Website,,Hạ Long,2,3472000.0,0.0783638416809985,Completed,6400000.0,3.7,False,False
B01980,2022-12-15,2023-02-22,C0511,Student,Family,Website,E-wallet,Phú Quốc,3,3740000.0,,Completed,10321000.0,4.7,True,False
B01462,2022-04-29,2022-06-02,C0512,Family,Beach,Website,Card,Nha Trang,3,4936000.0,0.1602591619755228,Completed,12435000.0,4.6,False,False
B03360,2024-07-21,2024-09-09,C0512,Family,Cultural,Website,Bank Transfer,Sa Pa,1,2320000.0,0.134853498204101,Completed,2007000.0,3.8,True,False
B01463,2022-04-29,2022-06-11,C0513,Family,Adventure,Website,Card,Hạ Long,1,6327000.0,0.1515820172368003,Completed,5368000.0,3.9,False,False
B01989,2022-12-17,2023-01-19,C0513,Young Professional,Family,Mobile App,Cash,Phú Quốc,1,3369000.0,0.0266884742776897,Completed,3279000.0,4.7,True,False
B01521,2022-05-27,2022-06-30,C0514,Family,Cultural,Mobile App,Card,Sa Pa,4,2493000.0,0.1241800406742858,Completed,8734000.0,4.9,True,False
B01464,2022-04-29,2022-07-05,C0514,Student,Adventure,Website,Bank Transfer,Sa Pa,3,5149000.0,0.1414583522691211,Completed,13262000.0,4.1,False,False
B01746,2022-08-19,2022-08-29,C0514,Young Professional,Beach,Website,Card,Hà Nội,1,4783000.0,0.0837327462761365,Completed,4383000.0,4.3,True,False
B02923,2024-01-24,2024-03-02,C0514,Family,Beach,Website,Card,Sa Pa,1,3950000.0,0.0871340901979969,Completed,3606000.0,3.9,True,False
B01481,2022-05-05,2022-06-19,C0515,Family,City Break,Website,Bank Transfer,Đà Lạt,3,2632000.0,0.0682274482564739,Completed,7357000.0,4.3,True,False
B01465,2022-04-30,2022-07-01,C0515,Student,Cultural,Website,Card,Đà Lạt,2,2695000.0,0.0161914714257024,Completed,5303000.0,3.7,False,False
B01589,2022-06-22,2022-08-25,C0515,Young Professional,Beach,Agent,E-wallet,Hội An,1,4093000.0,0.0452144810220514,Completed,3908000.0,3.9,True,False
B02005,2022-12-24,2023-02-18,C0515,Corporate,Family,Website,Cash,Nha Trang,1,3860000.0,0.083436355636251,Completed,3538000.0,3.8,True,False
B01468,2022-04-30,2022-05-10,C0516,Student,Adventure,Website,Card,Sa Pa,1,4275000.0,0.0808855786287257,Completed,3929000.0,4.1,False,False
B02927,2024-01-26,2024-03-20,C0516,Young Professional,Family,Mobile App,Cash,Hạ Long,1,3473000.0,0.077916123868611,Completed,3202000.0,4.1,True,False
B03739,2024-12-30,2025-02-16,C0516,Family,City Break,Website,Card,Phú Quốc,3,2509000.0,0.0788765116179433,Completed,6933000.0,4.4,True,False
B03080,2024-03-30,2024-05-12,C0517,Family,Beach,Mobile App,Card,Đà Nẵng,4,4453000.0,0.1677467440612436,Completed,14824000.0,3.7,True,False
B01472,2022-05-02,2022-05-19,C0518,Young Professional,Cultural,Agent,Cash,Đà Lạt,1,2550000.0,0.0938092178997808,Completed,2311000.0,3.8,False,False
B02434,2023-06-27,2023-08-10,C0518,Young Professional,Cultural,,Card,Hà Nội,2,2788000.0,0.0721874245334361,Completed,5173000.0,4.4,True,False
B01475,2022-03-05,2022-06-12,C0519,Family,Foodie,Website,E-wallet,Đà Lạt,1,2624000.0,0.1408086868012613,Completed,2255000.0,4.7,False,False
B01621,2022-07-05,2022-09-11,C0519,Young Professional,Family,Website,Cash,Huế,1,2835000.0,0.0153925888214477,Completed,2791000.0,4.6,True,False
B02030,2023-01-03,2023-02-12,C0519,Young Professional,Foodie,Mobile App,Card,Huế,1,2847000.0,0.1156963460636738,Completed,2518000.0,3.3,True,False
B03138,2024-04-23,2024-07-31,C0519,Family,Cultural,Website,Card,Nha Trang,4,3467000.0,0.1002826044639842,Completed,12477000.0,4.5,True,False
B01477,2022-05-04,2022-07-11,C0520,Student,Beach,Website,Bank Transfer,TP.HCM,2,4147000.0,0.0714916764469128,Completed,7701000.0,5.0,False,False
B01982,2022-12-15,2023-02-09,C0520,Family,Beach,Agent,Card,Hạ Long,3,4339000.0,0.1351664045177145,Completed,11258000.0,3.2,True,False
B02240,2023-04-05,2023-06-27,C0520,Young Professional,Beach,Agent,E-wallet,Huế,1,3853000.0,0.038089045736568,Completed,3706000.0,4.3,True,False
B02348,2023-05-21,2023-08-22,C0520,Family,Beach,Website,,Sa Pa,1,3963000.0,0.1993692690388053,Completed,3173000.0,4.1,True,False
B02261,2023-04-13,2023-05-04,C0521,Family,Cultural,Agent,Card,TP.HCM,2,2239000.0,0.1587702746638897,Completed,3767000.0,3.5,True,False
B01479,2022-05-04,2022-05-28,C0522,Family,Foodie,Website,Cash,Sa Pa,4,2506000.0,0.0423091857643374,Completed,9600000.0,3.5,False,False
B01683,2022-07-30,2022-08-06,C0523,Young Professional,Beach,Agent,Card,Đà Nẵng,1,4507000.0,,Completed,4038000.0,4.6,True,False
B02055,2023-01-14,2023-02-27,C0523,Family,Beach,Website,Cash,Sa Pa,1,4078000.0,0.0500269950187116,Completed,3874000.0,4.1,True,False
B02909,2024-01-13,2024-01-13,C0523,Family,Adventure,Agent,Card,Nha Trang,2,4795000.0,0.096774776271232,Completed,8662000.0,3.7,True,False
B01485,2022-05-07,2022-05-16,C0524,Student,Adventure,Website,E-wallet,Sa Pa,1,4534000.0,0.1473421603538901,Completed,3866000.0,4.2,False,False
B01488,2022-05-07,2022-06-17,C0525,Young Professional,Cultural,Website,Card,Đà Lạt,4,2928000.0,0.0616729349797236,Completed,10990000.0,3.9,False,False
B01861,2022-10-12,2022-12-05,C0525,Family,Beach,Agent,Card,Sa Pa,1,4437000.0,0.0908448589552562,Completed,4034000.0,4.4,True,False
B03082,2024-03-30,2024-05-13,C0525,Young Professional,Cultural,Mobile App,Card,Hội An,2,2721000.0,0.113810307994105,Completed,4823000.0,4.4,True,False
B03320,2024-07-10,2024-10-02,C0525,,Family,Website,Card,Phú Quốc,2,3306000.0,0.1422669928770563,Completed,5671000.0,4.0,True,False
B03641,2024-11-13,2025-01-15,C0525,Family,Foodie,Agent,Card,Hạ Long,3,2508000.0,0.0787960145220874,Completed,6931000.0,3.7,True,False
B01492,2022-05-07,2022-05-15,C0526,Young Professional,Cultural,Website,Card,Nha Trang,5,3155000.0,0.1567443300406241,Completed,13302000.0,4.2,False,False
B01633,2022-07-10,2022-08-23,C0526,Corporate,Family,Mobile App,Bank Transfer,TP.HCM,1,3423000.0,0.2184890452327748,Completed,2675000.0,4.4,True,False
B01966,2022-12-08,2023-02-21,C0526,Family,City Break,Mobile App,Card,Hội An,1,1467000.0,0.1173230159500956,Completed,1295000.0,4.9,True,False
B03308,2024-07-03,2024-09-14,C0526,Family,Family,Agent,Card,Huế,1,3059000.0,0.0883946673002566,Completed,2789000.0,3.8,True,False
B04174,2025-07-06,2025-09-08,C0526,Young Professional,City Break,Mobile App,E-wallet,Đà Lạt,2,2149000.0,0.0614440383130805,Completed,4034000.0,4.2,True,False
B01496,2022-05-10,2022-07-26,C0527,Student,Adventure,Mobile App,Card,Đà Nẵng,3,5842000.0,0.156507832943139,Completed,14783000.0,4.0,False,False
B01853,2022-10-05,2022-11-18,C0527,Student,Cultural,Website,E-wallet,Phú Quốc,1,2357000.0,0.1154022017800341,Completed,2085000.0,4.5,True,False
B02998,2024-02-19,2024-04-07,C0527,Corporate,Cultural,Mobile App,Cash,Đà Lạt,2,2556000.0,0.1094542654195771,Completed,4552000.0,3.6,True,False
B04036,2025-05-21,2025-07-10,C0527,Family,Family,Website,Bank Transfer,TP.HCM,3,3585000.0,0.1701396119140134,Completed,8925000.0,4.6,True,False
B02036,2023-01-05,2023-01-10,C0528,Young Professional,Beach,Mobile App,Card,Đà Nẵng,1,4361000.0,0.1047604110668777,Completed,3904000.0,3.9,True,False
B02881,2024-01-01,2024-02-07,C0529,Student,Adventure,Mobile App,Cash,Hạ Long,1,6312000.0,0.0898515599564727,Completed,5745000.0,4.3,True,False
B03774,2025-01-18,2025-02-01,C0529,Student,Foodie,Website,Cash,Huế,2,2621000.0,0.0516555264032365,Completed,4971000.0,4.8,True,False
B01504,2022-05-16,2022-08-07,C0530,Family,Adventure,,Cash,TP.HCM,1,5123000.0,0.16408318690933,Completed,4282000.0,4.5,False,False
B01922,2022-11-16,2022-12-12,C0530,Young Professional,Beach,Website,Bank Transfer,TP.HCM,3,3910000.0,0.1071401961125518,Completed,10473000.0,4.3,True,False
B03099,2024-04-07,2024-05-30,C0530,Family,Cultural,Website,Card,Nha Trang,2,3151000.0,0.1689416092653476,Completed,5237000.0,4.0,True,False
B01505,2022-05-16,2022-07-29,C0531,Young Professional,Cultural,Mobile App,Card,Đà Lạt,2,2737000.0,0.0890989802979017,Completed,4986000.0,3.5,False,False
B01925,2022-11-18,2023-02-03,C0531,Family,Foodie,Website,Card,Hà Nội,1,2386000.0,0.1534471166561897,Completed,2020000.0,4.3,True,False
B02616,2023-09-16,2023-12-09,C0531,Family,City Break,Website,Cash,Sa Pa,2,2362000.0,0.1287444067625272,Completed,4116000.0,4.6,True,False
B01508,2022-05-19,2022-07-15,C0532,Student,Cultural,Website,Card,Đà Lạt,1,2955000.0,,Completed,2670000.0,3.0,False,False
B01816,2022-09-17,2022-11-05,C0532,Family,Cultural,Mobile App,,TP.HCM,2,2217000.0,0.1277570708936578,Completed,3868000.0,4.1,True,False
B02302,2023-04-28,2023-06-05,C0532,Family,City Break,Mobile App,Cash,Huế,1,2117000.0,0.1357056823457024,Completed,1830000.0,4.3,True,False
B02888,2024-01-05,2024-02-03,C0532,Young Professional,Cultural,Website,Cash,Huế,4,2374000.0,0.1576589172983266,Completed,7999000.0,4.8,True,False
B01510,2022-05-21,2022-07-06,C0533,Family,Adventure,Website,Card,Đà Nẵng,1,5894000.0,0.0930286368545184,Completed,5346000.0,3.8,False,False
B01512,2022-05-22,2022-07-28,C0534,Corporate,Foodie,Website,Card,Huế,1,3010000.0,0.1275725527003441,Completed,2626000.0,3.9,False,False
B01670,2022-07-27,2022-09-04,C0534,Family,Foodie,Agent,,Huế,4,2428000.0,0.0654161490216039,Completed,9077000.0,4.3,True,False
B02722,2023-10-31,2024-01-09,C0534,Student,Cultural,Mobile App,Card,Huế,1,2228000.0,0.0675294092755269,Completed,2078000.0,4.0,True,False
B04210,2025-07-20,2025-09-14,C0534,,Cultural,Agent,Bank Transfer,Phú Quốc,2,2651000.0,0.146177130095244,Completed,4527000.0,4.8,True,False
B01594,2022-06-24,2022-07-25,C0535,Family,Beach,Website,E-wallet,TP.HCM,3,4212000.0,0.1099564562504031,Completed,11247000.0,3.9,True,False
B01519,2022-05-25,2022-08-06,C0535,Family,Family,Agent,Card,Huế,3,3150000.0,0.077291890027288,Completed,8720000.0,4.6,False,False
B01689,2022-08-02,2022-10-01,C0535,Young Professional,Adventure,Mobile App,Card,Hội An,1,4468000.0,0.0600649071858173,Completed,4200000.0,4.0,True,False
